n: 9, k: 1000, t: 500, y: (((...)))
Entropy, Sampling, Jensen, Exact
1.217913374305611, -0.4096674543377012, -0.7123279987362281, -0.4328686465416336
1.1020336140418605, -0.23464328440465032, -0.2961256199784067, -0.23293163629350808
1.2679545841805093, -0.018725858506688384, -0.019191981970937008, -0.01866499621002982
0.9095444082344978, -0.0045940577088622375, -0.004706552229386556, -0.00469377978080185
1.1504909793332523, -0.028847312247846275, -0.030227993812529618, -0.02909204752984505
1.0627617841772443, -0.09668559301760979, -0.11576726633896406, -0.0975493312830169
0.984174314538456, -0.061949408326821866, -0.07636112002082851, -0.06330929374185956
1.2308267186424053, -0.018972199683717918, -0.018818744197319395, -0.01823653014540782
0.9805880738272624, -0.19095068765617906, -0.2826055229156856, -0.18404637395240214
0.7358172554727953, -0.004054108578013256, -0.004313990391792777, -0.004298389671642943
0.9473346220478086, -0.025750370255322196, -0.02680455385319574, -0.02590181773096663
1.5018063587049326, -0.20781350526720052, -0.31537553213700104, -0.20061082619740503
0.8480550810982966, -0.6279421644909308, -0.879169306997822, -0.6213964920356891
1.0233912692738862, -0.053757653004955504, -0.05596137385766413, -0.05350653167937669
1.1439120060981074, -0.12533639401756227, -0.13623493154945285, -0.12255229391020037
0.9665183757659822, -0.014090500036196317, -0.014585238423724738, -0.014354170848907062
0.883821047335159, -0.01892759251757525, -0.01928495311976196, -0.018904202499065912
1.2955237991245985, -0.026896009203279392, -0.05988295812444504, -0.02875494268974851
0.376427439219236, -0.09049653706699609, -0.09900649610137303, -0.09578391301583583
1.6951717892466005, -0.08513849741307786, -0.13873546208944645, -0.07937934293869357
0.8465764329993254, -0.010638222007080913, -0.010804435013513636, -0.010735729527080528
0.9201614318025032, -0.010807612274307758, -0.01116122679721379, -0.01088104373225259
1.1127351518662059, -0.006389429132570513, -0.006205692050201111, -0.006159865935551415
1.3420047623112605, -0.25206394656375053, -0.47934116495173096, -0.2576711073905178
0.680408824485034, -0.005776640404481441, -0.0061037255255668235, -0.006056602789177483
0.5365780772387014, -0.005210815242957324, -0.0052611044715586966, -0.005247953027619741
0.8430102037375615, -0.007761242185719311, -0.008021628215771478, -0.007983000160160464
0.704478670743451, -0.024705096483929084, -0.02514529343194286, -0.02490079797891377
1.7140492980976425, -0.04658683462813497, -0.057425526569640374, -0.04666513601655933
1.3593855243751973, -0.036983530974248426, -0.043022569560165154, -0.04025303916928331
0.9302978806848068, -0.018126459742547014, -0.019570509163066976, -0.018809508696386472
1.1917084979273551, -0.12158440859912661, -0.17091732760266973, -0.12915631042749837
0.25239803068793404, -0.0070857159404549746, -0.007175978035945198, -0.007157779185630958
1.2946760760247604, -0.17057723054051166, -0.3114770232122448, -0.1659179625656005
0.9643509231067924, -0.004803829788696021, -0.005017011929925499, -0.004991642682261112
1.3351565549466933, -0.1108260910292156, -0.19675745239695497, -0.10863328546454437
1.291205236934709, -0.05749952953215688, -0.060273724676805154, -0.05787599146240141
0.9932918703036453, -0.3096076610069722, -0.46846914563482733, -0.3027736317722218
1.148022506702698, -0.06297301680722739, -0.0889913856126626, -0.0665687435739004
1.2998134330669457, -0.022451972709153778, -0.021698408233952735, -0.021027456797917354
1.2574979154928287, -0.21519244511279975, -0.4220259808117001, -0.21837523359318778
1.1621470600705965, -0.31097445896011777, -0.3743157642434294, -0.3166881494704454
1.1797223334774813, -0.025593943668412975, -0.02912743607061917, -0.025734610818716443
1.1873124960608676, -0.01977976491866866, -0.019963469039207395, -0.019620167677453813
0.3165854739526451, -0.34651297564804556, -0.41969260641750394, -0.34535649704003485
1.0573435989167865, -0.6939983984003775, -0.9128964007286897, -0.6793406492625782
0.9457426321436725, -0.043123890671413395, -0.05886081361795328, -0.049367189106346236
1.5001004663719566, -0.069781147157948, -0.10943263872566704, -0.07479269270062434
0.7900068990137807, -0.05004144140996505, -0.049410255482417356, -0.04910785582126589
0.8206008618952257, -0.08226086938462686, -0.10684323668006122, -0.08547788609967646
0.6259163928636148, -0.030785640612477436, -0.030713705695292894, -0.030438824862051135
0.5649608279003159, -0.005935499651357532, -0.006262907546497523, -0.006233488695875172
0.6902666995853619, -0.1433328138925135, -0.15230321143378958, -0.13604731421763397
0.684680404451795, -0.009726830618572421, -0.009962364229405442, -0.009578275264165444
1.2041380824716725, -0.04876483736379305, -0.08158776356683876, -0.051880412685174813
0.5535481643633215, -0.17942617354914547, -0.20836255627177777, -0.1797251697826328
1.2524012492810512, -0.3429279074018123, -0.6299388830571414, -0.3433941649336729
0.7054766253651857, -0.045291168242460114, -0.04691055160983785, -0.04520093712828614
1.2367714735783488, -0.09033763198554516, -0.11133724350673811, -0.09026374336083275
1.2323475661256709, -0.08086295574082761, -0.12473895349114512, -0.07814769693654998
1.0741152703670964, -0.10859730593010318, -0.19213046371375128, -0.10620529987162809
1.111094975717583, -0.014235819177760277, -0.016308377980115724, -0.01562313730980615
1.223453179393964, -0.18805250676907598, -0.3231627846508185, -0.16480441799981402
1.3056351794154717, -0.2844565019591246, -0.5235801634964188, -0.29692672481131965
0.5634453671159062, -0.04363716222182847, -0.04491270297815476, -0.04364960303860846
1.5032445648387842, -0.05810125638655154, -0.06405635246209077, -0.05643082086973734
1.360200510835524, -0.18622480648971396, -0.32436343919842514, -0.1793304060663998
0.9232276909620313, -0.5000798809321132, -0.7570377976205548, -0.4749029081956492
1.037273904133351, -0.15684544890373944, -0.18045525995925307, -0.15716521381717052
0.6577039543121476, -0.13951873719878494, -0.15799871730643603, -0.13421548860959426
1.3646772955150286, -0.0438850778103224, -0.05586207109855313, -0.04319272915456491
0.47574503752936687, -0.012178599338047207, -0.012312764614373523, -0.012095677666313306
0.9375878431008347, -0.03698019792570267, -0.04767767196805028, -0.040499359363890486
1.3728098045245645, -0.41426199558749793, -0.5878644686507887, -0.402616584451392
0.3836422151276617, -0.15237129426095636, -0.1687745128423981, -0.15044787790381037
1.2355813043704236, -0.01006150397611782, -0.01006887342654021, -0.0098364191612477
1.2683528666314257, -0.08922669535316527, -0.1446641713752846, -0.09473468597797124
0.9581450589116604, -0.04007535475475015, -0.04404479019851098, -0.0383348314117639
0.5361406872355067, -0.10944076660950668, -0.18186167880028234, -0.1156187500376616
1.3203299948926197, -0.10806646312179509, -0.15420033945934322, -0.11124524591029618
0.9754825371230381, -0.34539536135224624, -0.5853798038959259, -0.3709057693961887
0.43366352988150186, -0.02854280267911963, -0.0299550653019238, -0.02967042884086298
1.1163196609662596, -0.45604437109595164, -0.7339554358605926, -0.440215541566324
0.8570785354663092, -0.009873677511001006, -0.009932791739887757, -0.00992657021876284
1.2824648245832695, -0.3050592971239239, -0.5013098095143633, -0.3089846763473752
0.69274344322125, -0.04833306578057818, -0.049729870084241956, -0.04872598701204899
1.1024324895341042, -0.30615938453143465, -0.6699679444316914, -0.29523354331967244
0.9026420969816438, -0.12253650376340375, -0.20097845190251873, -0.12437840741030598
1.0465029255873604, -0.03562335409154184, -0.035402871758967204, -0.03500999345048534
1.006203480380771, -0.009908929985249415, -0.010723242071516894, -0.010169286320471793
0.5896856380070338, -0.027978427332825958, -0.033503544714001215, -0.02941760051135677
1.2570221423517984, -0.15467849842528814, -0.26136296928699865, -0.1498782744372265
1.1935132037227194, -0.056018137235660105, -0.07010168003301455, -0.05240731511752486
0.717901757360786, -0.04131317565962672, -0.04340715580991478, -0.0422834943730187
1.0133196261333552, -0.04583625271549681, -0.06541564329625102, -0.04861920434969417
0.7404613534687071, -0.14175036791153253, -0.17293616090653113, -0.14037482016763145
0.6769269167272712, -0.1341966992414091, -0.1500847782242213, -0.1298595166263125
1.1323319112946597, -0.13704339961777443, -0.170951222308713, -0.1327023350088047
0.677483291699475, -0.016483437858521938, -0.018318718974336675, -0.015999982281832314
1.3515036010082662, -0.26320570725749715, -0.49266265279664284, -0.27376093726931733
0.9387741276410493, -0.10765687464363873, -0.11635956682694029, -0.10709849709162951
1.2448577018230733, -0.04186155598680489, -0.05603802498225157, -0.037056667891846834
1.0355553428217434, -0.04849505412729923, -0.058113373867765376, -0.048733370792534224
0.9495771552106391, -0.09835982664133189, -0.27981093731981227, -0.09496715712922836
0.9931178609284488, -0.006210636836360209, -0.006468422328015275, -0.0064209883418605476
0.7778330691369666, -0.027523819493246265, -0.03105500129776579, -0.02605516404953548
0.42289270213808833, -0.09083553958684205, -0.09089763187398528, -0.09079718262130368
1.3747056120543417, -0.005982999343541451, -0.006325611026701764, -0.006226353273613227
1.53999707039343, -0.11235680626647081, -0.16671192967553305, -0.11086234626506904
1.2663046530034088, -0.022737698424141854, -0.023468393286236174, -0.022617302363476373
1.0236903098383165, -0.19545435314427595, -0.32740377206441207, -0.19644057092371023
1.5963415542113315, -0.26302780242892915, -0.5222571140950732, -0.2710126667813416
1.0752535338510898, -0.02880722240754403, -0.03418934298010727, -0.03038736597665784
1.1676314729221176, -0.05433055886160582, -0.05660842334760763, -0.055687587157198334
0.6391470000293741, -0.05227107059210539, -0.05334913967968674, -0.05039294778399504
0.8005857270454672, -0.004398139454540796, -0.004509336500821112, -0.004499072232703448
1.4372460538274634, -0.05692972799530253, -0.09899081597399448, -0.0644394532961092
1.3049118237934392, -0.02912559360638261, -0.031075213080110586, -0.028213610195200935
0.8818662726853238, -0.24469122860976494, -0.44067924832090066, -0.22428091991438123
1.1621678493551502, -0.10231508035748266, -0.11724543814611854, -0.10029782072837042
0.9090016669705042, -0.2158743094127858, -0.32667581753430347, -0.21581199641144896
0.6369243881811215, -0.0013201490960782394, -0.001308596136714337, -0.0013084820347997158
1.3225243523464865, -0.04684149581560632, -0.08440229803302096, -0.05005707563696574
0.8588407159084225, -0.06441053674661089, -0.07386940946385628, -0.06285152643161587
0.893640196515253, -0.032473583291459364, -0.03911524421175665, -0.03241758084077835
1.0678001117239526, -0.20575880785658957, -0.35237856107027193, -0.21152344514440577
1.3665622199890086, -0.28390922803920693, -0.45459766045510647, -0.29880005588374114
1.131408396474019, -0.17470387287804623, -0.25966520942644167, -0.17730108248635026
1.1169551801890458, -0.01522919956711121, -0.015002996287512567, -0.014522546685076946
1.278143463050031, -0.12507460126123623, -0.14129721669415893, -0.11687472965312937
0.9345549222379329, -0.14498061452934052, -0.15893303241817577, -0.13880022379389556
1.0117708869119895, -0.09529510446614586, -0.11480442193196863, -0.09331761515455297
1.1629659854595271, -0.12232155489071737, -0.2173047715428849, -0.12797621960853084
1.0193301956710488, -0.015733081999002023, -0.01621823994870299, -0.015585569343553122
1.212343538900112, -0.1307600820197258, -0.2188148119614112, -0.13005612366977826
0.7257816203906508, -0.00665666826069355, -0.006517226392487156, -0.006488978790498084
0.8629051329400693, -0.06024909803539049, -0.10327809464766022, -0.07202259920972522
1.4457671498534144, -0.2073050478521618, -0.3245242624469677, -0.21314700449850793
0.5435014523813544, -0.009640115795074962, -0.009508312854176562, -0.009492230974875908
1.3237880767263168, -0.032346509561582935, -0.0309485776864611, -0.029303378419972333
1.2361945940711634, -0.007492325892555527, -0.007328684502410318, -0.0072780473624059275
1.0323290644532552, -0.014820711515145376, -0.0170276539669708, -0.01617015381287237
1.2649665502846321, -0.035142708242172374, -0.03353508932783288, -0.029782231212560253
1.2854360561787859, -0.05232946772605646, -0.05589485546077103, -0.05342107426661691
0.9539207404808238, -0.07545828504487873, -0.0834958819949088, -0.06851048132020263
1.250278279582433, -0.1805816300084116, -0.25598629748741, -0.15384747400658733
1.1490186275091439, -0.2592388973684283, -0.4332397743581452, -0.261694006704119
0.8458276016058818, -0.006743396708276123, -0.0067379666094462606, -0.006723174904662932
0.8626840359173497, -0.20268463821522892, -0.2669810890626606, -0.2037765897225675
0.9089255317336961, -0.4977453198060393, -0.6548559005370008, -0.4955826763858598
1.0996082851239861, -0.02266926373075694, -0.02416653756200025, -0.02378347611634468
0.9802382596580413, -0.08030795061285607, -0.10707453406565552, -0.08136113303404577
0.9652621919101662, -0.04149448053538799, -0.04997689341606598, -0.04046473076206821
1.0725670298264254, -0.04362017795536667, -0.049418915730789444, -0.04316852936506606
0.7556945619618411, -0.19696104776021092, -0.2436816957677715, -0.19843634075954564
0.6083168921487642, -0.0046449357267702, -0.004817223811908587, -0.004777488970323292
1.0951835240397498, -0.014467033214867114, -0.014485093629790646, -0.014373027727383603
0.7582374013121739, -0.6404900861643255, -0.8672615123788553, -0.6502072544431363
1.0099421303687774, -0.6457096219630912, -0.8263709444407293, -0.6380220249986525
1.1251450612272176, -0.012504719972319436, -0.014126532960756912, -0.013670704938626889
0.8424896847884376, -0.02740942323417403, -0.028367348852819916, -0.027402471575776372
0.7319554715961641, -0.09620804517762735, -0.10400050533911441, -0.0937030507172975
1.1665365313569174, -0.25950223122024907, -0.4452696302240623, -0.25981890827009446
0.8530215513498938, -0.09890644691837952, -0.11766803614102564, -0.09518338278799808
0.35791563531536696, -0.0368149828761816, -0.03681382629427802, -0.03681347867234588
0.7454897362364176, -0.09955275355419144, -0.13339539440018788, -0.10781506797291747
1.3572224615879582, -0.09015987498674076, -0.10323258332323423, -0.09146721843021471
0.8845471480273241, -0.08619267952395603, -0.1195424188828815, -0.085058560913151
0.9509038493347443, -0.033770794585114346, -0.04483786860732124, -0.03888105860327558
1.0916297418131504, -0.062279425678018016, -0.07681506815650095, -0.0623185479492378
1.591985945430987, -0.12233724722359329, -0.1909182939355255, -0.1251973172928202
1.5533845130297144, -0.03746647580928402, -0.06282158769642149, -0.036525360448407075
1.1311924985508914, -0.0491593467129278, -0.04939415360174, -0.04781508734651079
0.9697560111914614, -0.024105743528809398, -0.02585110470991363, -0.02334647409246571
1.1122870309561315, -0.06860180728463457, -0.12467355042493354, -0.07735832996049107
0.6713320294438053, -0.032401775886304676, -0.03412878613601702, -0.03315532380964306
1.2807989640356567, -0.07461526801076251, -0.0847891911074737, -0.07513880319993976
1.0305727136154703, -0.09698340933630242, -0.1637065444892882, -0.09816399761192206
1.2371012284368101, -0.5420467918980867, -0.8044411492883755, -0.5421939368880179
0.9243492614116652, -0.05417132112209219, -0.07263130512657903, -0.04852127796842718
1.3970094304748575, -0.2467985707283369, -0.4211835801960499, -0.25813586333399274
1.384481166701236, -0.6003440960561857, -0.8715606980456801, -0.5971819750360127
0.9112366454383732, -0.1247837741044932, -0.14812900400018628, -0.12643084397253465
1.0229008022742998, -0.9431170434504748, -1.1110758522142832, -0.9554633869552632
1.123720548487081, -0.1546057194452733, -0.20079608360147166, -0.1497047444538108
0.8893110421550917, -0.2074378676203778, -0.2882364295929417, -0.21956050157166065
0.9964414223884382, -0.025206233919947408, -0.031391129809731806, -0.0271177364418303
1.5343667346240613, -0.13585701932711527, -0.2212611207628029, -0.1274135452989966
1.0992108158254936, -0.2822707320621703, -0.41788840260186105, -0.2771985641980353
0.8491068035747155, -0.00966394256084459, -0.009386556540650631, -0.009342637710469065
0.3739093892404279, -0.044243933641701004, -0.05514642048540839, -0.045982149048395315
0.8521088954920901, -0.005233162976859603, -0.005282485137202306, -0.005258951684647687
0.9649932647992551, -0.08228271919669351, -0.15688034971086107, -0.08065743876338667
1.00797673381434, -0.021093927472596988, -0.025353182235710897, -0.02273647508903916
1.713793246261389, -0.05533325944072567, -0.07643432959571578, -0.05281850391950189
0.6869847901253081, -0.026614786903373898, -0.02764063757173047, -0.026322114734027735
1.2496590796713445, -0.09538036885671318, -0.15348122807985354, -0.10445804819900002
1.3010173357529933, -0.033358617017045615, -0.044617128315352854, -0.0291431040437935
1.1389740629881502, -0.02346706818410894, -0.02733406446342474, -0.024821050783274824
1.1896162689245853, -0.021655887480126694, -0.02147272076344082, -0.020697798840276994
1.0416614978559529, -0.07436517979006749, -0.14304964543437718, -0.07616249141987196
0.5161342230355125, -0.016403318768367172, -0.015456713590277383, -0.015078525624402057
1.236697766260758, -0.014529864963958972, -0.016194205224981453, -0.015386896321136642
0.7689839432430344, -1.1648628529310225, -1.2535815902264063, -1.1664191829701496
1.3202711236091473, -0.2770641326127807, -0.5147360479733666, -0.2841962363962778
1.3635875362429477, -0.21724036361463367, -0.36221443830563294, -0.20961717709189567
0.7962738946601063, -0.0028538170224055646, -0.0028626837604328738, -0.002861642209704026
0.8390886950856155, -0.011546465712133795, -0.011804388012091088, -0.011659834909577211
1.1116464873538492, -0.1052676174219232, -0.16814379882606784, -0.09569840809048379
0.8725952548683352, -0.02057140204042662, -0.020660013556713062, -0.0198026895334081
1.3250457681049543, -0.04922537589853164, -0.05061037933033841, -0.049020968860339305
0.6391372579056394, -0.028156087770359592, -0.02934943019653074, -0.028860141739112163
0.8859826321543552, -0.2952574636824429, -0.4612131311410374, -0.29538359729387825
0.5984261870343974, -0.09984325555944815, -0.11589312332145629, -0.10288622211282789
1.3010295546156045, -0.06574057303520385, -0.12325279896597774, -0.06805481475049356
0.9322089087644873, -0.06312626161251683, -0.07356193283775046, -0.06127373137695351
0.59320303078663, -0.0043942354072351005, -0.004846026977079731, -0.004786077714299353
0.49798818562469754, -0.6135711197182536, -0.7886254014857059, -0.5889783146151564
1.3501048411652794, -0.1314728867097874, -0.2883334693303765, -0.15582313020496835
1.3860424327940228, -0.03781280578818405, -0.05871892821168617, -0.03713482770867492
1.1822082394750084, -0.023021721520810386, -0.022821630482898706, -0.021550890052694848
1.5514059325350529, -0.08995837458060123, -0.15519879518136936, -0.09368121575479649
0.7501548733187192, -0.21348767993785442, -0.3525019214065028, -0.21031622403628866
0.9239700486964727, -0.11897547531872987, -0.13202035649338906, -0.11894930670925348
0.7059617070143226, -0.01259389427077258, -0.01273283068413663, -0.012623358769078016
1.441308226998852, -0.14730793081293814, -0.27155283825725257, -0.14233469120251774
1.098513577199542, -0.007009195892722346, -0.007958945257188757, -0.007644045630940451
1.3307661183016701, -0.18494384662888477, -0.3567361937121095, -0.17342876126692805
0.7083839161166751, -0.008139837315771729, -0.008567202686769394, -0.008382980011212888
1.0668983008699346, -0.03953994376497576, -0.059257246637027826, -0.043674348055269076
1.5145194116391523, -0.2528658724001143, -0.389326368758552, -0.25586563671722495
1.0180215347809847, -0.069170433665975, -0.09086863436566422, -0.062425909805048134
0.7555580028530375, -0.021123768662568182, -0.020957107935528074, -0.020653510596381926
1.1790897852243265, -0.274030394455418, -0.5066248442480833, -0.2979501990510456
1.3571533969739775, -0.013103808831656351, -0.01752243656220485, -0.01359156581780969
0.9845791166087831, -0.010053600768558681, -0.010204321806335062, -0.010167889734080527
1.3604575679779354, -0.23033480761921965, -0.34082941258191896, -0.23383555573957313
1.1828614138232856, -0.12971882842248306, -0.17789688623143998, -0.13510486350693374
