n: 6, k: 2000, t: 500
Entropy, Sampling, Jensen, Exact
1.0679307832291227, -4.814854594310737e-05, -4.7794311056069645e-05, -4.779221019573907e-05
1.0846333964979835, -0.00019709882426405888, -0.00018655954596396275, -0.00018624588853064064
0.9974998412436071, -0.0007638806023578431, -0.0007652963021047697, -0.0007649436073956786
1.53667745092325, -0.000529317654811088, -0.0005505735457498216, -0.0005497131519459782
1.6055518180627368, -0.0004998725808736404, -0.000493155952531939, -0.0004928412548125493
1.1571205505292617, -0.0005443233372852384, -0.0005379452171439206, -0.0005377030173038741
1.154603483237859, -0.00016807168818827684, -0.00017086349564435652, -0.00017078452716013512
1.4210450759150917, -0.00019791205744871577, -0.00022622751033223105, -0.00022590673453169564
1.593844003371245, -0.00016060124906737766, -0.0001639058678333683, -0.00016379509621976238
1.01800564076506, -0.0008458999281446992, -0.0008287007440539776, -0.000828095027409333
1.1497331309472145, -0.00024748113675188366, -0.00025495066083662586, -0.0002548650334534635
1.142845892066298, -0.0001673602698301449, -0.00016784614893389582, -0.0001678036859730179
1.6075412271016851, -9.346262952651197e-05, -0.00010111171867534416, -0.00010106466176582555
1.20778367013077, -0.0002335413103300464, -0.0002601021010702767, -0.00025972524958165703
1.6219805169088477, -0.00021622242302681672, -0.00021665346843656403, -0.0002164968843159621
1.338064453726979, -0.0007075932623901687, -0.0007274094219772729, -0.0007263760883475198
1.5685195654008306, -0.00021313806888240754, -0.000218903959207888, -0.0002187769403896493
1.4428050634541751, -0.0005600789243134594, -0.0005623115679371802, -0.0005607296638669694
1.35050140970608, -0.0005091965316423348, -0.0004961170500993272, -0.0004955159170518257
1.6146628598920394, -0.0002343127713592348, -0.00025155142105391236, -0.0002512086185597153
1.5163492340560536, -0.0003069488770624187, -0.0002917175023045333, -0.0002913290296077471
1.134754523452294, -0.0004240325604440854, -0.0004047652996668133, -0.00040381041641459757
1.692063415125965, -9.503344238591483e-05, -9.526365246172058e-05, -9.519651770219436e-05
1.2881365147258166, -0.0003641114761448841, -0.00033665414550322593, -0.0003362037650450319
1.3878954549803817, -0.00021860888564830032, -0.0002091372600191609, -0.00020902324130468836
1.0089947348695278, -0.00011999131595154148, -0.00012212188062875987, -0.00012209006291534396
1.5971566885744028, -0.0004198505539005605, -0.0004381038236799372, -0.00043747180542033756
1.6226107062828588, -0.0002242680827311473, -0.00021501315421389118, -0.0002148111414771429
1.6789249986338068, -0.0002532164319117655, -0.00024303849259359037, -0.0002427871980483969
1.5049131001431275, -0.00029517402763027035, -0.00029419816166526247, -0.00029396801527911855
1.1619777552983626, -0.00010333815979260901, -0.00010288375854684579, -0.00010287111501795347
1.687295465980786, -0.0002895604616432557, -0.000296816518130146, -0.0002966067238797218
1.0855706763294548, -2.497161088268413e-05, -2.4236857018144795e-05, -2.4235167642220917e-05
1.5770948389953656, -0.00024617011388998076, -0.0002671783963884506, -0.00026688023402352234
1.2678629498528655, -0.0003031191566178227, -0.000301643332863532, -0.00030152482334066866
1.1574464295506777, -0.00018240824398429556, -0.00016944770341510877, -0.0001693347921232842
1.278497190325089, -0.0001436610019481267, -0.0001392284549986611, -0.00013913947878027783
1.2457144464568783, -9.131715941105229e-05, -9.200717029310052e-05, -9.19967903240995e-05
1.5097215730245803, -0.00020938467466928427, -0.0002231376305560032, -0.00022295478447736128
1.7575458366630545, -0.00030583146820203824, -0.0002901751324381979, -0.00028982973085933694
0.9938890863804252, -0.00013746860958320219, -0.000138978762008391, -0.00013894374630774996
1.4323183619723798, -0.00027255200514069496, -0.000275013887209353, -0.0002747534402211188
1.5333050740188456, -0.00027242452731201985, -0.00028338299069557304, -0.00028282552035532643
1.6641769531775468, -0.0002696506142610254, -0.000273823293278257, -0.00027360011389179463
1.3019955893061201, -0.0001748998719812906, -0.0001863573923469572, -0.00018622805678902965
1.6636014893634077, -0.0002484981212936864, -0.0002488105158761588, -0.00024850981042969346
1.5179073702516315, -0.0003707606568385793, -0.00037408916661944847, -0.0003738076014304649
1.5493241883342304, -0.00028906186824851, -0.00028387577738721374, -0.0002835910304487772
1.3295564308900825, -0.00017830742710517094, -0.00018055503181619158, -0.00018047757470786744
1.0262840865902867, -0.0006752437134664113, -0.0006775352303454266, -0.0006772270884862968
1.3620208202485597, -0.00016324645697196887, -0.00016183991573139164, -0.00016163971140075484
1.6374380269201534, -0.00020255066473776195, -0.00023611706115442141, -0.00023585125772945638
1.1816552384242731, -0.00013762630690127185, -0.0001392979213150482, -0.00013915256374576643
1.2812380309323075, -0.00020584287551072154, -0.00019107954044976662, -0.00019080701634906683
1.5659394375695992, -0.00010171316628197604, -0.00010239199968817999, -0.0001023507666733113
1.259047335104838, -0.0011371647942341571, -0.0010915192936183588, -0.0010886240766368352
1.5544819106161587, -0.000293395950967315, -0.00029024079435533546, -0.00029003283053222277
1.2953397197439989, -0.00024033559384404135, -0.00024349235491568245, -0.00024337150354650965
1.7157081505827037, -0.00015397413094109523, -0.00015127121893140674, -0.00015117401661784505
1.1111917327387264, -0.00048068353563021643, -0.0004951468195327425, -0.0004947177985488336
1.6061772276013002, -0.00035122551366744624, -0.0003573047118936775, -0.000356945344690404
1.1084025689095305, -5.3674803922940826e-05, -5.4475881619368536e-05, -5.4450631047099695e-05
1.262731499289468, -8.22864611699661e-05, -7.893939800897337e-05, -7.893453801144438e-05
1.6440654398373142, -0.00029918905554716783, -0.00028139010488785644, -0.0002811054147546983
1.2584344199357187, -5.7475775356472096e-05, -5.732378409468251e-05, -5.731815961951553e-05
1.0815045430562524, -7.860629261990247e-05, -7.773683970448267e-05, -7.773104124928874e-05
1.146256720688362, -0.0005250142004232735, -0.0005010710979767086, -0.0005006812309645005
1.1614407539997886, -0.0009300692914166141, -0.0008977008924340772, -0.0008963143190063301
1.1715791787586445, -0.000335491642593265, -0.0003043462375536846, -0.000303811868954711
1.567630253689433, -0.0002434425769769296, -0.0002602378177142893, -0.0002598028814749181
