n: 6, k: 2000, t: 500
Entropy, Sampling, Jensen, Exact
1.3130936556459079, -4.349768563569241e-05, -4.2570268315991184e-05, -4.255430029372152e-05
1.3670401191012453, -0.00047834491496357085, -0.0004786418501503498, -0.00047829756342073696
1.3234663648523766, -0.00011511410938322625, -0.00011769224854067826, -0.00011766191077302675
1.6876164462480554, -0.0002596071078550477, -0.0002589677702756518, -0.00025872834392258687
1.6715939012456873, -0.00014205671819575433, -0.00013614897240357064, -0.00013607279093855586
1.1850884612276502, -0.00032090639673508704, -0.0003112079152893724, -0.0003110484911499174
1.5467570129368358, -0.00018553804874497397, -0.00018500847407332795, -0.00018493745165005786
1.5837647460926496, -0.00013037378230630056, -0.00011345558738515377, -0.00011339415059179597
1.192388672900983, -0.00012093060408819582, -0.00011272289524804748, -0.00011267092136269648
1.4316009002445949, -0.0003197338462859593, -0.00032573610855062435, -0.0003254519531400495
1.4477146967085843, -0.0003099621381233508, -0.0003201861550379786, -0.0003199282967641255
1.4500181829366214, -0.0002024328970345907, -0.0001987670393102308, -0.00019867874289391453
1.5502111924660895, -0.00046612417272531, -0.0004775769899314145, -0.0004772252989290112
0.9729268014035872, -0.00026376279918165083, -0.00027055515512680454, -0.00026998330754847167
1.2362518104396174, -0.00018717286890021075, -0.0002033075600629157, -0.00020316579823712754
1.461449803518238, -0.00012073018196220349, -0.00011913504324269614, -0.00011909190861327121
1.4372826126371356, -0.00012044268467428183, -0.00010559522102895346, -0.0001055115798558963
1.2271671808676514, -0.00019567766038923798, -0.00019615028509664778, -0.0001960711287258082
1.2908507374041893, -0.0004453539590549055, -0.0004453927946055711, -0.00044513555494145893
1.027025213943397, -8.209722721940312e-05, -8.686583274739425e-05, -8.683900106847193e-05
1.1203759820225612, -5.1495845283905785e-05, -5.3228059902841706e-05, -5.320889414762534e-05
1.3735497942999935, -0.00019624612666381807, -0.00021297836126129722, -0.00021239120830458352
1.5656113082594156, -0.00023470145519325372, -0.00024537421830361355, -0.00024513564942668377
1.02430254084904, -0.00045015542214150463, -0.0004492088486268336, -0.00044906953953470936
1.7207784768601273, -0.00026927403406435535, -0.00027273038208289397, -0.0002723543646218548
1.6290612697348807, -0.0004286215320543831, -0.0004333952429136744, -0.0004331117405378969
1.2684568155161813, -9.642389758023596e-05, -9.504938142184993e-05, -9.50423262175032e-05
1.367861111986284, -0.00013744081303085804, -0.00012789736730628798, -0.00012778091853840712
1.319735790113553, -0.00014491307208746234, -0.00015471683209969148, -0.00015466170256427052
1.211825071831324, -0.0004469136766428452, -0.00045849746699474966, -0.00045812370094763897
1.5942486262888391, -0.00039127453315535206, -0.00038227318492077035, -0.000381925212002228
1.523284091284621, -0.0001605294294503704, -0.00016131639891373245, -0.00016119368046318782
1.4709818410173636, -0.0002496017681177887, -0.00024917762770052253, -0.0002490127171080127
1.552750302899746, -0.00020919820679945862, -0.0002034545045634861, -0.00020327967208911803
1.6293389393947895, -0.0008011090330509927, -0.0008399019128435179, -0.000838287268135087
1.5817806336195375, -0.0006912757923736867, -0.0006421728298277237, -0.0006413071537391194
1.5742349314722732, -0.00026631480638834295, -0.0002870358736376617, -0.0002866918808485107
1.5114410761697723, -0.0003077783688954214, -0.00028323201782111304, -0.0002828558593783934
1.2786388548180396, -0.0001546063668300539, -0.00014570369600792112, -0.00014560080105902983
1.3268375202000802, -0.00015344899064249025, -0.00015102393417594907, -0.00015090211212126308
1.6701129702054711, -0.00016781750178956214, -0.00017075204412938326, -0.0001706297440230532
1.155825009762945, -0.0003835725745529195, -0.00041356883626839173, -0.00041307723789351183
1.1416895684648305, -7.174136330005939e-05, -7.030818820002168e-05, -7.027525203756228e-05
1.3475745655995048, -0.0001598804750664888, -0.000163146833746861, -0.00016300120833543356
1.2245369484904072, -0.00021570671251616214, -0.00020749890086198763, -0.00020721329682456027
1.7100308052982083, -0.00022649240943151586, -0.00023972464288182308, -0.00023955681965650725
1.6581729009357504, -0.00017055043938934638, -0.00020669335557033244, -0.00020626333913951328
1.196256047199821, -7.783361808272014e-05, -7.502355412124862e-05, -7.49858821057411e-05
1.618415494209235, -0.0002738198829992074, -0.0002597780471347442, -0.00025949316962404757
1.3106312441337518, -0.00017018488973277556, -0.0001773610930486107, -0.0001772710594379646
1.3551571242073381, -0.00023254346834705925, -0.00021854302878730755, -0.00021826241259849112
1.1648248545386877, -0.0005783585028756999, -0.0005976684281743147, -0.0005969834876500047
1.1456033513718349, -0.0003539980601680819, -0.00035031750829426144, -0.0003501037682540413
1.626156423628504, -0.00017423132677771305, -0.0001746753360794035, -0.0001745423367871164
0.9585288629157529, -0.00025088206605771774, -0.00025129362362931625, -0.00025122314726225005
1.6069637292035968, -0.0002605949501384642, -0.0002651794296797956, -0.0002647675758382098
1.2152890435718546, -0.0002082126267986836, -0.0002030088782856988, -0.00020288111675308433
1.1590882044320299, -0.0007754919569396894, -0.0007579651723746668, -0.0007575521129718072
1.6614575255842812, -0.000122752001035144, -0.00011910518950129368, -0.0001190259013239566
1.5764581892640717, -0.0004273517253809006, -0.00044236202612159297, -0.0004418790065453901
1.2840024730549842, -0.0004935219237649401, -0.0004941337990124516, -0.0004935918518437541
1.5330559210673382, -0.0004023259163404232, -0.00041822405846493, -0.0004176974710170535
1.4685309550399739, -0.0003381611449871118, -0.0003369319729951011, -0.0003366200990113244
1.328609359880071, -0.0003420830268632459, -0.00035539293773885825, -0.0003551294545135393
1.3361887661683383, -5.038406805936919e-05, -5.144484365289693e-05, -5.14425440958613e-05
1.252392609253479, -0.00027407284471061064, -0.0002691179296245358, -0.00026888455756411423
1.1152636186358478, -0.00039030127878547866, -0.0003757520260802638, -0.000375337026783608
1.1727462336154117, -0.0007006272433790616, -0.0007229635198477145, -0.0007217105546978369
1.225355535311155, -0.00025236594512976763, -0.00023981734066179781, -0.00023966489362683301
1.1000955234765204, -9.220890449248384e-05, -9.36672932699716e-05, -9.366347843776009e-05
1.1490274254988238, -0.0001343005104444307, -0.00014918231742524826, -0.00014912711593623884
1.1667157037932878, -7.593259272921993e-05, -7.742887407846291e-05, -7.742425759936497e-05
1.3262198742087203, -0.00016265281861969512, -0.00018408619331532493, -0.00018388853936027018
1.2315986414109472, -3.0225230275197585e-05, -3.1329491364545167e-05, -3.1320397773225706e-05
1.5650249298730676, -0.0002723680783264115, -0.0002776723578752732, -0.0002774552831216099
1.2114919407309235, -8.562305171734207e-05, -8.868240336497631e-05, -8.865403566297409e-05
1.12924650178162, -0.0001434854963763084, -0.00014123123432409844, -0.00014121208567089973
1.087648239874133, -0.00028342077283827693, -0.0002647021245893907, -0.0002644128175302607
1.6660725772306713, -0.000299495874891318, -0.00030379815194497064, -0.00030344178742687777
1.0633147759482355, -5.983613135945275e-05, -6.058948812469244e-05, -6.057825742320304e-05
1.2803820523382932, -6.900661170941058e-05, -7.148763542991698e-05, -7.14528340914484e-05
0.9315648078100721, -6.709965684409756e-05, -7.097239755352662e-05, -7.093798174851978e-05
1.5404858269737147, -0.00015941120181738684, -0.00015293248658889748, -0.0001528281818774816
1.2042265323351393, -0.0004462107219951197, -0.0004785648785924089, -0.00047761723483011613
1.2322555510287263, -0.0004166508382358528, -0.0003978965584576196, -0.00039658093939181
1.6225767923709578, -0.000515656017223533, -0.0005138602630068264, -0.0005129166341748924
1.2382317033225476, -0.00028786307992404635, -0.00028767335288715587, -0.00028725589031551927
1.5197367155274024, -0.00012243062613461261, -0.0001266684452815692, -0.00012658649122151527
1.366896847793738, -7.315741685666071e-05, -7.596269481549373e-05, -7.595312885264445e-05
1.2129111057245814, -7.698979836455444e-05, -8.003554842603226e-05, -8.00185281707042e-05
1.0374501055801473, -0.00022091362541047267, -0.00023353314457473493, -0.00023334905489123245
1.5195286313509486, -9.650093278141656e-05, -9.909250178564275e-05, -9.902885596324058e-05
1.5969773566011742, -0.00012651047706089036, -0.00011253409672990993, -0.00011242954922669587
1.442471392505251, -0.00023853480254353737, -0.00023647009873116324, -0.00023619642831373508
1.1502603108318692, -0.0010454410009255882, -0.001085914737158719, -0.0010855893697776949
1.0664115802130023, -0.0008129859767340389, -0.0008069725256659266, -0.0008065172205131881
1.4082168997159206, -0.0005297249611070789, -0.0005313015422674091, -0.000530579808487525
1.5904783328851233, -0.00045814270328261994, -0.0004542093818149151, -0.0004538916396172302
1.3328144046681554, -0.00016402540707427779, -0.00015223927043243995, -0.00015214751400971835
1.1171807105064286, -0.00022036345881300495, -0.00022848012504926354, -0.00022832078894146758
1.5964037973347243, -0.00015896196221178637, -0.0001513880272415815, -0.0001513312807165517
1.0495441476047371, -3.167646469759353e-05, -3.0740328680617086e-05, -3.072533473089838e-05
1.3947478827355984, -0.0003939797926294979, -0.0003749458020043905, -0.00037463060702216396
1.0401525042160205, -0.0010771695837628553, -0.0011334285312469335, -0.0011315280578757501
1.314324926215445, -0.0003979413653577481, -0.00038999278425096173, -0.0003892888088357247
1.5428191912956468, -0.0004123160568996751, -0.00040123507738303157, -0.00040095292258867445
1.113767640853278, -0.00045053127455765976, -0.00047504863542286395, -0.000474898622681418
1.7028097962665747, -0.0001594283813137105, -0.00015953549218441373, -0.00015943329295554896
1.3331018675608257, -0.0002629926527915534, -0.0002539325623103127, -0.0002537923165469538
1.595773688832408, -0.0003034546801372106, -0.00027582678822726163, -0.0002753975365232645
1.0320876401507075, -0.00036925774701462177, -0.00037252818628213924, -0.00037228415064457636
1.6147053400851477, -0.00028565849552424874, -0.0003098437507544853, -0.00030939096185004475
1.704707954905535, -0.00037934237699476273, -0.00037919464459481883, -0.0003787551300524213
1.2918787268816454, -3.756303939450393e-05, -3.805145078303895e-05, -3.8049576442344264e-05
1.2545907552865037, -0.0006932622121293741, -0.000697147895862263, -0.0006964641992813577
1.0282937557904475, -0.00040527981225474695, -0.0004046301142628924, -0.000404448276264903
1.6727467952889972, -0.00035877860922475325, -0.0003553842911607457, -0.00035506207047231723
0.9383481258839589, -6.557688764400863e-05, -6.659873500094498e-05, -6.659246590444546e-05
1.3842788368185666, -7.976869270981477e-05, -7.50089170308415e-05, -7.499742331119022e-05
1.5813743361841588, -0.0002671181584873349, -0.00027670148211538225, -0.00027639828665134716
1.3363078094927643, -0.00014969457564888776, -0.0001527910281563847, -0.0001526766097838909
1.265958993034823, -0.00025092203190430233, -0.00025215065264590377, -0.0002518198671896884
1.6103679861016003, -0.00024384080063820292, -0.0002483053026770483, -0.0002479264203665395
1.2660700852089324, -0.00023692307443152493, -0.00023192405218141611, -0.00023182356101379958
1.2955583578514893, -0.0005099169914128028, -0.0005171860584807599, -0.0005168984465981287
1.6030145729009349, -0.0003980766650646493, -0.000395235255318928, -0.00039475361999335496
1.544771487041701, -0.0002613664776271175, -0.00026098992672912697, -0.00026057208531612687
1.7483142402708467, -0.00036973309632587416, -0.00037894929199965705, -0.00037867085525403665
1.6803780899301657, -0.00011420286807872583, -0.00012186300197410174, -0.00012180165906044845
1.613690118793433, -0.0005452467084423553, -0.0005365908380993756, -0.000536158158185132
1.583828122715767, -0.00011812340138333206, -0.00012755379860160106, -0.00012748599081374368
1.581211058624115, -0.00022678756159523255, -0.00023520784246128576, -0.00023493463231679456
1.3347900337667487, -0.00041112180957395125, -0.0004090100431541218, -0.00040870974992109304
1.111381901591456, -0.0002481277451078895, -0.00025373658515695876, -0.0002535911202036749
1.6321795361451388, -0.0003930858818343427, -0.0004006365215253915, -0.0004002989786661049
1.2108606006182587, -0.0001104549876653369, -0.00010978933320377242, -0.0001097357716525614
0.9008802269736761, -8.680564265519098e-05, -8.65577037049284e-05, -8.654037361526956e-05
1.0846780128969455, -5.132238278373338e-05, -5.0537150272515244e-05, -5.0532995888165435e-05
1.7339671076607912, -0.00023442185361994045, -0.00022839017303833483, -0.00022797828780674403
1.5097622293227388, -0.00010858479591927752, -0.00010943811257274199, -0.00010931653950969767
1.4219743842503354, -0.00047964395424146035, -0.00047439703934828694, -0.00047411482731427225
1.5734163524958433, -9.683402502817196e-05, -9.723474718337505e-05, -9.714263648571275e-05
1.1485439340379824, -1.7642073153016622e-05, -1.7547092916456413e-05, -1.7546343788603062e-05
1.473702998087294, -0.0002636025996807507, -0.0002625799781549396, -0.00026238809266203566
1.6155227470595364, -0.00026966502622318306, -0.0002564434439864111, -0.00025621588997361885
1.3311410834295467, -0.00020874841952523904, -0.00020767840920507067, -0.00020734295352469785
1.4941631675813332, -0.0002774123521475613, -0.00026650479607288804, -0.00026612155047369215
1.2117310336205742, -9.860236780325762e-05, -9.983352484325011e-05, -9.981739078832909e-05
1.058276564486779, -0.00022725337219248087, -0.00023096843095429757, -0.0002308303540659573
1.6812997756634604, -0.0002981136321717879, -0.0003073847924768858, -0.0003071053589539686
1.4618423867648895, -0.00047555026221097666, -0.0004905512739925191, -0.0004898290421917009
1.3144540921488979, -0.00035028720413711966, -0.00034993212529952765, -0.00034972121386642164
1.3223232278385268, -0.0001454709723310888, -0.0001339518814433287, -0.00013386959143538217
1.506217875654954, -0.00022892637807760892, -0.00022144956762274937, -0.0002213296234108103
1.3462347201603213, -0.00024728739575209625, -0.0002582786764193566, -0.00025799098623459116
1.3930394424080885, -5.6749277393373444e-05, -5.820333862481924e-05, -5.81862442766199e-05
1.1212869257829896, -0.0004926771772483445, -0.0004846879563100216, -0.00048394222424658507
1.3136892148519583, -0.00011798234409883865, -0.00012276611986035028, -0.00012270004794676898
1.2822707329136804, -0.0002813846621219519, -0.00029383559298356123, -0.0002935900343366973
1.5677820057570686, -0.0008684900369848509, -0.0008075392296510328, -0.0008060800589149638
1.1306561542067162, -0.00039669345230136237, -0.00040674346120196897, -0.0004065009152069899
1.1094130374388784, -0.00031002117427479794, -0.00033290732396149637, -0.0003326724593141036
1.3275478530033398, -0.0001492525155071749, -0.00014287418586041126, -0.00014281878732454268
1.47894956938673, -0.0005302876514205556, -0.000534821703376504, -0.0005344218604484055
1.3388945437663404, -0.0003254033529128266, -0.00031007168295435917, -0.0003098052619030244
0.9545598094390108, -0.00011815619972728644, -0.00011896121402486086, -0.0001189511774708486
1.0381133049915534, -0.0002677183293626316, -0.0002832515550828387, -0.0002830928706318213
1.4441883402049285, -0.00028679681405352264, -0.00027426422083365234, -0.00027405249173884593
1.6534825153240689, -0.00016859106927487056, -0.00019903945886034125, -0.00019869037564163922
1.179430362956411, -0.00011861184231466055, -0.0001285227681332489, -0.00012844171262132824
1.5600848816064625, -8.64205484549048e-05, -9.180201763636717e-05, -9.178085520995636e-05
1.7103353064501858, -0.00019802195579081858, -0.00021143779560870942, -0.0002112481049307973
1.1009618165742816, -9.041309769959919e-05, -9.121426987278124e-05, -9.121134793054123e-05
1.2127293763531097, -0.00032507061124303015, -0.0003080877920721764, -0.00030753025153341305
1.183178916104098, -0.00016725061325079067, -0.00015379882540599572, -0.00015369471004333715
1.431701568686812, -0.0004099938253456857, -0.0003998432321727898, -0.00039954938911431913
1.1228188995437096, -0.0002584609650956421, -0.00027322602742225566, -0.0002729511886515948
1.4269835138635312, -0.0002002997794087369, -0.0001955702119023114, -0.00019535818156050846
1.1972844621702492, -8.12948867140713e-05, -8.511726128377926e-05, -8.504436461188725e-05
1.680086560593331, -0.0004309290854429949, -0.0004450413025129199, -0.0004442889553774245
1.4987595999551788, -0.00020257722961009966, -0.00018211913874211806, -0.0001819709636654182
1.653496727051655, -0.0005859393451072885, -0.0006065215399235429, -0.0006059320558558582
1.769826898611892, -0.00033386863128262727, -0.0003310311527196506, -0.0003305891241778199
1.4808619469682778, -9.016811798924071e-05, -7.999789003822398e-05, -7.994095041593371e-05
1.4944320740414359, -0.00041225011211820265, -0.0004055027473133934, -0.00040472657661291996
1.3236896570921348, -0.00010659343603847593, -0.0001035927134020086, -0.00010352668251113045
1.1297799404159026, -0.00046401790905375106, -0.00046464511881429203, -0.00046419604020521475
1.4642084237564497, -0.00042336001906819745, -0.00041882416277656446, -0.00041854572685125126
1.7140706443709435, -0.0004605982142929204, -0.0004799329684266337, -0.00047926030070837754
1.6212344441255582, -0.000263362525985901, -0.0002641026665248255, -0.00026377115042887627
1.1545396992591024, -0.00019866978830387867, -0.00021066585422614925, -0.00021038528424283483
1.2084192638365694, -0.0005305727106524221, -0.0005009132893508466, -0.0004999360087650439
1.6454678944790855, -0.00017715351828057172, -0.00017640677103940218, -0.00017627581874486134
1.1715533925886532, -0.00019619315728226354, -0.00019227565341744802, -0.00019224537225567468
1.3669777531424279, -0.00020966590301158783, -0.00022924906813051992, -0.0002290531113077785
1.1634182999754812, -0.0005626425319542095, -0.0005659962226502026, -0.0005656325666340048
1.6332293208428459, -0.00023444652556548395, -0.00023247130578434995, -0.000232128910329659
1.520935437169114, -0.00018166570256822215, -0.00017778998033023157, -0.00017762320507023566
1.186321394938698, -0.0002487678910874675, -0.0002471135941390909, -0.000246976629641727
1.1967955886754293, -0.00032987859032160635, -0.00035022272923465895, -0.0003498824884684982
1.233137502654414, -0.00024535878404544184, -0.00023629961268092543, -0.00023616065609543472
1.3709074560048704, -0.0001614851925123384, -0.00015475041171008244, -0.00015459584632618732
1.2752348204233905, -0.00021842814114813008, -0.0002473178728698939, -0.0002470067142116269
1.593765898830853, -0.00025993244406109805, -0.0002492729828905954, -0.000248993500217219
1.1558752452231005, -4.654578492119547e-05, -4.877281885233373e-05, -4.875699767378638e-05
1.375398293432504, -0.00028067476654171586, -0.0002752018140504652, -0.0002750245865171738
1.5518544392295548, -0.00016778727083050776, -0.00016047555952535805, -0.00016036710752716585
1.2235925625574342, -0.0006990806039984543, -0.0006753396300667752, -0.0006746223182226103
1.1795488669673821, -0.0007123109383318867, -0.0007113256398247644, -0.0007110223541229252
1.638590594019381, -0.0002601490738624237, -0.0002512214885207921, -0.0002509408467243384
1.2969887053959295, -0.0005000348075117981, -0.0004503990495435616, -0.0004488704402684597
1.1712910524711428, -0.00013020899773525199, -0.00013217947071947293, -0.0001321719643333798
1.1343079021615727, -0.0006670349328741985, -0.0006603691513618932, -0.0006601121207657623
1.2862262945616467, -0.00047911566580930565, -0.00047571239950931125, -0.00047516017177347747
1.7965186791659893, -0.0005207034282338509, -0.0005060227035400519, -0.0005055477468116216
1.7578788216320163, -0.0002199863165305463, -0.00022603932159676672, -0.0002258827824784736
1.5595687907515599, -0.00019955063250648065, -0.00019423909689181838, -0.0001939817716164759
1.5516391087836805, -0.0001684571709510624, -0.0001772397992792837, -0.00017710550582185008
1.13628962507462, -0.00027738683204731464, -0.0002622542220498268, -0.00026210671395730713
1.457938239992572, -0.0001620717174136829, -0.00015231611801108444, -0.00015224077433416059
1.5955854271757979, -0.0002607812316272262, -0.00025397612058953526, -0.0002537430923086209
1.100045696396152, -0.00020728754340594685, -0.0002023811900723044, -0.00020235385850448376
1.3229784621405067, -5.911752511740353e-05, -5.843316117630591e-05, -5.842655122377627e-05
1.1104974431361063, -5.6807619703034256e-05, -6.019745556983976e-05, -6.014272686295673e-05
1.1254385073194395, -0.0007417551035704873, -0.00076193896687005, -0.0007606793489504222
1.3560189079690945, -0.0002320343623427596, -0.00024183091084206004, -0.00024152491957952197
1.4919361820565273, -0.0002800141513634557, -0.0002792687422074789, -0.00027905639012561743
1.3150560294322446, -0.0002590374574973931, -0.0002503428439364958, -0.0002501167103793925
1.5438625018317405, -0.00020843293321272827, -0.000203635552488315, -0.00020344214489777398
1.2760136888577385, -0.00018521962783584278, -0.00018623818803426896, -0.00018603498919382618
1.1111179627779932, -7.275025629751917e-05, -7.519158145687029e-05, -7.512898725261713e-05
1.172357265499407, -0.0002503836630675139, -0.0003003421377177476, -0.00029982742231151206
1.5108319951892437, -0.00032740130447467074, -0.0003116913114614487, -0.0003113661566106001
1.1198418808131365, -0.00014207725039701142, -0.00014150372131383284, -0.00014145659600137714
1.2827602495345773, -5.791131568175974e-05, -5.7317666248720304e-05, -5.7310819397976335e-05
1.5663873812379905, -0.00015809973842024938, -0.00015786476297759315, -0.00015772588751231513
1.50186687575598, -7.269433590583431e-05, -7.557131578752375e-05, -7.555373759215547e-05
1.2293501713644472, -0.00017542472270530533, -0.0001755010857907894, -0.00017535181101278308
1.5439937088440896, -0.0001416568878538766, -0.0001445190181645738, -0.00014441796451427878
1.1147353755096163, -0.0004194031453170077, -0.0004116633813295647, -0.0004109882136233821
1.2141188688811286, -0.00015924636996252393, -0.00015982518717696338, -0.00015977356858694664
1.0262889090225082, -0.0008650851132205938, -0.0008604895859086925, -0.0008600712904258377
1.395021427597961, -0.0001727185178341965, -0.00017929143199694477, -0.0001792011253276257
1.2498225724916312, -9.874811542237188e-05, -0.0001047104426533244, -0.00010467300687534507
1.6985498677566824, -0.00040338738364057125, -0.000423368251253271, -0.0004230923396617854
1.0475920051624596, -0.0005808166231526704, -0.0005766053664664216, -0.00057593103414939
1.2627356118229163, -8.400915513077898e-05, -8.412478516267097e-05, -8.40888193486799e-05
1.4217981443863088, -0.00020761176168788072, -0.00022629816032539407, -0.00022611065988296486
1.5257266990148215, -0.0006906797450146246, -0.0007494828335784178, -0.0007483967402208816
1.6171183772501676, -9.043500231737864e-05, -8.557856758835189e-05, -8.555585204731426e-05
1.6793095845763482, -0.00038257290300718505, -0.00036966626711025475, -0.0003693776401416125
1.3068222131133067, -0.0002539189893295194, -0.00024963470511323667, -0.0002494998785563806
1.1434030126230277, -7.687690953929013e-05, -7.714375831785011e-05, -7.714109440609693e-05
0.9929075760519118, -0.0006995555931888749, -0.0006840648283217515, -0.0006816569838214427
1.6315670867307919, -0.0001655553844556984, -0.000172596839981735, -0.00017244317557234802
