n: 9, k: 2000, t: 500
Entropy, Approximation Gap
1.1143602396371197, -0.0005595320588723807
1.5839429168847954, 0.002064230555658818
1.6514984612319035, 0.0038637557477670254
1.5733214605422328, 0.0001113640142176367
1.6087108375431292, -0.000353745214345641
1.7401706766638292, 0.0008486467281170404
1.6443261777473126, -0.0018920925767118048
1.6017503909446973, 0.0004017316955749195
1.5546865116620832, -0.00017541104809212435
1.4246008060038062, 3.008173490846866e-05
1.671709054797348, 0.00011509933031357902
1.6535160614933113, 0.00052406896047133
1.2006484186522135, -0.0013717112025700903
1.241351882271314, -0.001391649007862891
1.3696546428964074, -0.001011720668808799
1.2360811469101753, 0.0008089042243980167
1.1154856048476842, -0.0010417439538631945
1.557314382629966, 0.0005277953719067911
1.3470289884142346, -0.00012102869175494024
1.1692524866457488, -0.0010839935164144616
1.1468200538537625, -0.0018722180966831356
0.9948226091779026, 0.00042343493055629206
1.211481012671757, 0.0004145149404577754
1.3178526487547695, 0.002672589373335879
1.684611373047012, -0.0013106320994635129
1.2433293615524552, -0.0017375083852229495
1.2321305959178932, 0.001796603510078064
1.6139266865138873, -0.0019563793027176576
1.2469970101869277, -0.0017083113366369862
1.153503474194601, 0.0003660753634426167
1.6335060935472558, -2.5928381273927076e-05
1.6657954801176174, -9.752237750831894e-05
1.632656491487375, -0.0004885001779633275
1.4733470311552408, -0.008520878457233788
1.2174827601283413, 0.0003079297923766003
1.1297243304175355, 4.5912926498067885e-05
1.5639627293837723, 0.001372669454122625
1.5142809723427852, -0.0010214210710357413
1.627956882714537, -0.003177256146297533
1.4390615207079078, 0.005361207641779685
1.0402478670302775, -0.005496836542057654
1.1775297361601964, 0.0015506424736641128
1.391606525277822, 0.0011047071837608502
1.100742208464503, -0.0005378798166493816
1.7164959948392489, 0.0003247714079119869
1.1762589646023942, -0.0004984619134708566
1.5444562031471916, -0.0002321672729091208
1.2431995750985234, -0.0001395301260274026
1.5099180778186883, -0.0004502215267213755
1.176108020983654, 9.063909724519453e-05
1.1998608858220785, 0.01127934312919307
1.173744572643293, 7.149433007743551e-05
1.259957960361948, 3.420192875150038e-05
1.1411760413677197, 0.0002818234673567302
1.5241712503862115, -0.0011290688458984455
1.161193398737882, -0.00012282360986346896
1.5063461613234586, -0.0013846897109720605
1.2130817709974762, -0.0006168738766874661
1.1994069993744096, 0.000333808661636216
1.3724603897727576, -0.0006166115148260641
1.7306737833925776, -0.00032849695568068493
1.6250974464957364, -0.001265594252146408
1.523128761080776, 0.0015926367717286512
1.6356934476916904, -0.00013568868552118335
1.5054844127985119, -0.0032711889134610095
1.6810988770915378, 0.0015237516149925329
1.5908146161171177, 0.0017757640858783973
1.298436999924448, -0.0018741689464303463
1.062211172760432, -0.001081984187648391
1.0704688892034107, -0.0029339247331067637
1.5034250921566152, 0.008976759100102316
1.2686545199402555, -0.002290820249648804
1.2858962788515276, -0.002750587439588288
1.6096373748729365, -0.0009339327760452334
1.256743797978749, -5.4253086715685614e-05
1.2930660779737686, 0.005721667056462654
1.3285689795170843, -0.0001699355906388915
1.126107774480186, 0.0018160925256514443
1.7370335665844243, -0.0020366726667468554
1.6062692607705793, 0.001123775716393445
1.6590570890773806, -0.001490266773055235
1.1977119782831787, -0.0038680235690729675
1.6042323621277979, 0.0010392902863340832
1.6544248142189082, -0.0011787212130977276
1.2749236907155508, 0.0002792167780605835
1.586611272356751, 0.0005079547329195841
1.288919684953208, 5.118072611182828e-05
1.1237784616056206, 0.0034915238459844455
1.7386164156875765, -0.0011079799657961048
1.6542350763205247, 4.2864461948600996e-05
1.46881021548441, 0.002269776726251064
1.4642526558427786, -0.0017935033926138669
1.2974437627682822, 0.00021339432142299108
1.5397628378036243, -0.0008115152486754982
1.1639561469261794, 8.871395053915848e-05
1.1048281975911578, 0.0001365207716110088
1.121266039338055, 0.0018210935407662401
1.0548390585315075, 0.00033687811510182443
1.5573457361559622, -0.0014235575945152346
1.2991178216997472, 0.0019979664370386244
1.2838856053651095, 8.106374320932669e-05
1.2576693300763506, 0.00254049558920073
1.6214724069609463, 0.005941457848795462
1.661134696617157, -0.008889051768310924
1.3320721986867767, 0.0024639621924637464
1.1618166863631045, -0.004322823811203427
1.231036582341829, -0.0005250141072490264
1.5114355276175027, -0.002875548664754854
1.118997681488974, -0.0006666097213939431
1.4998885113893445, 0.004530270755338541
1.4823888513091783, 0.0004363102940720433
1.6433042973593328, 0.0003100911960850078
1.3909650632538266, -0.0005465655106171516
1.64502197982433, -0.0012756512294985235
1.3389264785158466, -0.0033690991537724743
1.2775557689381791, -0.0033577574436843855
1.144012719742542, 0.0025427414821400512
1.1882744915648114, -0.0005551875486167514
1.5135765070439142, -0.005266756358941638
1.6700997890511313, -9.679156393874178e-05
1.1621338884995844, -0.0007863399078826775
1.5096003045428694, 0.0010888681442314807
1.6961080045353318, 0.002880141396757201
1.4722335512461031, -0.004639110913961936
1.275643748211941, -8.766925000463013e-05
1.5223650102960233, -0.00039366297002861074
1.3061212882675057, -0.0005784287180751295
1.5625947673756888, -0.0006862697204089059
1.1840171826533008, -0.005438745382328747
1.1335940011371284, 0.000789965890062921
1.5277677642783791, 0.0012024922570480767
1.2917813851091058, -0.005360590804755993
1.1421224347848042, 0.0005008141041292283
1.4119655686713781, 0.0003552450869886252
1.3144953400386947, 0.0017197902860628528
1.400994906949924, -0.0005992477835972086
1.4937056506027826, -0.001231604405105247
1.544637280228284, 0.001994601138765581
1.1916040081940593, 0.002654453945575286
1.5711398907351137, -0.00019031093723729728
1.5510958440220843, -0.0011601054211731257
1.7328618954366677, 0.002561864216899086
1.1799593239270585, -0.00014527855255876132
1.396290047517759, 0.0019804267330158793
1.6628752157708924, 0.0002841181932968992
1.6130699455643, -9.016921078651083e-05
1.5205021733575252, -9.452221157145099e-05
1.1898304206464099, -0.0015820905565081256
1.0301951597662742, 0.0010834714482308057
1.1686737710104511, -0.0002932314995988802
1.5401376362161379, 0.0017456832100032314
1.2800144598535652, -0.00016257694124586879
1.3808083595235048, 0.001346280450370288
1.5764552711196247, 0.0006818332142900316
1.1374706280917597, 0.008927380461667356
1.156360844937797, -0.00434103842838425
1.546543652248758, -0.0004386477354138066
1.3199134253213374, 0.003545425378116293
0.9109556137260744, -0.00027033829675889975
1.3142247126841793, 0.0003188735423938563
1.3461620312208469, 0.0005216092333147418
1.4191321199845401, -0.0009543153463173575
1.6968348575389134, -0.0028009628033805606
1.5254694117050993, 0.0008204227654779288
1.6098118181191796, -0.0014460532574549056
1.1749903721056434, 0.001085866158217083
1.150172558452571, 0.00018052852812456416
1.636571752004102, -0.0011213355662797915
1.618859011959711, 0.0015453831883967938
1.525049394803061, 0.0011497288936099526
1.1371235043611794, -0.00132210339486071
1.1960842344805556, 0.0007495370507097088
1.3795936465258851, -0.0016111065447116588
1.2716052920184124, 0.0011202153153571856
1.3764012663053327, 0.0004850297815180045
1.2327974116926286, 0.0019272914002138389
1.4928453962547823, 0.004162732831033463
1.469063507149218, -0.0017554934498079863
1.376057257189938, -0.003122290547283982
1.036256359451041, -0.0005660544615490974
1.5469709537588667, 0.0028159966966322947
1.3720829063015971, -0.0011469970518502917
1.659355429398354, 0.0010197983725553986
1.1533877485245463, -0.0009624849877744972
1.2557439870976994, -5.104107068702041e-05
1.3610612764326668, -0.0023093158776737663
1.2551642527438018, 0.0023381508783268737
1.6142402643511087, -0.00015225317689743223
1.552944766603927, -0.0004074934905804045
1.3768071458433604, 0.00047291877037638694
1.6966965559425171, 0.00034012942283967104
1.5033256608028631, 0.0009039306877875186
1.6573442687074587, -0.00042927561235819433
1.4963745379355748, 0.0016946474104848792
1.1426280400458684, -7.71416423782402e-05
1.5706271381528327, 0.004954188058640216
1.3173070169746086, 0.00032467532155671264
1.3201914328698667, -0.0025616153458164932
