n: 5, k: 2000, t: 500
Entropy, Approximation Gap
1.48961471375807, -1.5378471992533634e-06
1.4007264702836633, -3.647658420316526e-07
1.5567168487584988, 1.953509917025474e-07
1.5123996295729014, -1.0229612424898053e-06
1.33937585471706, -5.016843231246974e-07
1.6796967194596377, 3.344866405435264e-07
1.5331253526867465, -1.4056523444032655e-07
1.2380746995737877, -1.5292202735366698e-07
1.3995190073085761, -1.188032387262078e-06
1.1360541413322311, 7.243005236788726e-08
1.5796399932787186, 4.1572032719563564e-07
1.2760531672015598, -3.3866206210824367e-07
1.3686866523148162, 8.298067866580717e-07
1.3623620867011077, 2.6578543126189777e-08
1.5582214379692774, -2.0135542048573693e-07
1.1721466109813425, -2.4566687028110517e-07
1.3180814230100215, -6.1946325119015e-07
1.1679900587733623, 1.36697668749337e-06
1.3091070238250075, 5.625564279111922e-07
0.838711392377402, 1.2845450136355507e-06
1.3876128565075194, -2.0661674449831417e-08
0.9238000569767856, -1.3424257625753913e-06
1.1873143779924358, 7.814959088906543e-07
1.2154576693058332, -3.9837984830446094e-08
1.7461508857905694, -3.9801270945804713e-07
1.2142815178649824, -2.878373980144821e-08
1.225346383369195, -3.741294425014615e-07
1.5041626666171997, -2.502721879687744e-07
1.5470392445839973, 5.864057155872917e-07
1.5045643472288137, 2.853247419489703e-07
1.4442959808860483, 6.413976812813444e-07
1.6510693860705472, -1.0844205141298127e-06
1.273972605366759, 2.2205145886078522e-08
1.2988562624538105, -4.231949127051979e-07
1.2993440915971215, 6.422905312833014e-09
1.2892509669035859, 3.924624234089202e-08
1.1304036590690374, -1.5589005904440717e-06
1.6917378472984006, -2.4441128661483857e-08
1.3838743565228948, 8.189604371828597e-07
1.670562429157109, -1.085500516414348e-06
1.422778058769958, -4.791781594332138e-07
1.2508902759612393, -2.892661628036096e-07
1.3632047928987143, 7.659571302220269e-08
1.1194270900691992, 9.690008739220255e-07
1.8027418214366684, 3.7896024789740557e-07
1.7807051070766253, -4.931432994874328e-09
1.2276412366617584, 1.108539741376339e-06
1.1404112000849307, -7.207658845577393e-08
1.4684265028875119, 1.4288868302209874e-07
1.6695317626624924, 4.594852525612371e-07
1.4975888503087604, 2.523034571207414e-07
1.3957888028243375, -4.2637201802411226e-08
1.457080709046463, -1.0336320842356823e-06
1.718559476229062, -4.527643074865852e-07
1.3427737463645217, 1.4615705508136478e-06
1.7475979901489023, 9.746012237961862e-07
1.1235421170732152, 7.417389934202295e-07
1.6989733739188335, 6.745474733307458e-07
1.325078741251781, -5.730583894449559e-07
1.567895116329518, -2.3394881767437454e-07
1.4830860369823455, -5.519297434491424e-07
1.5133087326825438, 2.434176387553195e-07
1.3678942839079766, -1.992834163706768e-08
1.3737058869415002, 3.8242506507748034e-07
1.1181180565321138, -1.051887829677256e-06
1.2970002133038776, -8.748577235710407e-07
1.0373096332049272, -4.073268003151328e-07
1.1548068115580041, 4.23745834360459e-07
1.2631793550476589, 2.609004010395204e-07
1.161615147277595, 1.8731901479603118e-06
1.37546410311556, 4.5798305671251146e-07
1.1439217811926767, -7.992269558255017e-07
1.055178705242727, 1.4905216368934272e-07
1.1872871408390475, -5.617396410714195e-07
1.312465907876514, -2.020581307718576e-07
1.5563944017354416, 1.4855923805249602e-08
1.5093243607794897, -4.222904469715989e-08
1.768281028191258, 7.47395122950463e-07
1.7179603686194451, 2.0123972213626787e-07
1.4930513486033885, -1.040724950718329e-08
1.3639435033258391, 5.648949307048461e-07
1.135165067254282, -1.6605349788335186e-06
1.8115547462296315, -8.006202854483483e-07
1.3016347771357684, -1.9075964165793154e-08
1.2925296921125153, -3.3149562976203515e-07
1.6819039883847338, -5.870353232729114e-07
1.523298738540341, -3.7343453808552515e-07
1.5910335489377894, -4.5391109907985205e-07
1.5634037386393396, -2.4876838223362178e-08
1.3156395690876863, 1.6427046005469573e-07
1.4849834030839348, 4.10950794674256e-07
1.4555068126139266, 4.162266457486123e-07
1.2104833982345418, -6.84702156281249e-07
1.7360067663053247, 5.018801515820665e-07
1.1741443170305295, 3.8957858943753083e-08
1.6626481171924954, 6.534546856014243e-07
1.6020255053534058, 5.253440905135649e-07
1.481054146946264, -1.0588480286380912e-07
1.2566410547732394, -4.2533115978773305e-07
0.952996219402354, -2.0360323039883744e-07
1.4823083795662817, -9.284653852677562e-07
1.2496396053686718, -5.439065832662604e-07
1.1002426962253111, -2.6284396955860043e-07
1.6523778202127914, -1.254613158502855e-06
1.2535049045338096, 1.1510181673083929e-07
1.564328963010507, -6.86929509483995e-07
1.27100588092069, 4.0645772566061297e-07
0.9678616570130938, 5.009471173528225e-07
1.3114245121851995, 1.0826268088392253e-06
1.045774965607547, -1.0850225899549317e-06
1.57865400974725, -2.7851704879333357e-07
1.5681325400796733, 1.7066444705450221e-06
1.1905167154475431, 2.3603745067814522e-07
1.2338731100120806, 9.90454685110176e-07
1.252880823017412, -3.710364894105247e-07
1.2364094457241692, 5.876061096667929e-07
0.9901729856436029, 2.3413184444174283e-07
1.1413424801843108, 5.388435789985427e-08
1.6484988863937446, -1.5051688799757996e-07
1.2118193303411886, -7.03613353649515e-07
1.2374354105708476, -6.938182100927592e-07
1.2409683996443286, -2.5434736021040733e-08
1.4962153826634683, -1.3025112679963624e-06
1.6829652541403555, 6.865061211563748e-07
1.5965550460356177, 4.5654407950123356e-07
1.5419562598608096, -7.392767254875403e-07
1.3194500888004532, 2.674816261512187e-07
1.7247436692004858, 2.9452628185281505e-07
1.8157349972106593, 6.386730966800668e-07
1.4544190777601602, 1.0012304364847058e-07
0.8687954740112109, 2.015533321552123e-06
1.5509374302233092, -7.461994639306072e-07
1.3254477466057912, -1.177573197681474e-06
1.6121595430159477, -2.0073093685126221e-07
1.4681889202520024, -8.287024435518334e-07
1.3013510499238197, 9.912011998790412e-08
1.2026823213973212, 2.4826332411474264e-07
1.3080028423475059, -1.102265159080108e-06
1.291625681135325, -4.87468831872173e-07
1.7227277292424688, 3.0998589816333663e-07
1.3047834268391019, 1.5129543081562526e-07
1.0138390683379432, -1.858226229610062e-07
1.4854913759004589, 1.9236626330612093e-06
1.1580788694144928, 2.16593006602946e-07
1.5025510360610903, -5.928002386987639e-07
1.4914109691131592, 8.904153406255128e-08
1.3342033683169743, 6.768952455170838e-07
1.3124213721439446, -7.528361106241436e-09
1.2962896915618054, 3.297666900804807e-07
1.1237915397679619, 6.404349271279299e-08
1.2772541422864803, 1.1344328298583562e-06
1.6791936287069273, 4.815132805579434e-07
1.1834268679485056, 4.255847058801491e-07
1.1855097605304166, -2.0652059411731365e-07
1.203731406800238, -7.03199326008698e-08
1.3996725036982498, -2.694883813840056e-07
1.3430166708567652, -1.2725405497171639e-06
1.491221901357298, -6.847067581937212e-07
1.5475583528450692, -5.707636171868099e-07
1.2265142096879416, -4.532849869871787e-07
1.2292264170477893, 8.246049591459654e-07
1.6068816729062962, 1.0987194824864691e-06
1.575750691275957, 3.872896150637712e-08
1.5270157615401607, 1.7966366011838985e-07
1.7239746632503148, 1.9482900953055e-07
1.3655610250965187, -5.179444225854905e-07
1.8229473298936827, -7.367750511039315e-07
1.458186767395404, -1.2928003423783496e-07
1.5001337132594803, 2.660203361087266e-07
1.6268957249510319, -1.0628851322655248e-06
1.7360067184597028, -5.711487563124558e-07
1.5952472278545258, -1.2509937876404145e-07
1.637478173468431, -1.1765756288506701e-07
1.0528361991648219, -2.7801862125486906e-07
1.0594389813579468, -2.571702917615349e-07
1.1237168299071267, -3.7635369929566297e-07
1.3092364377350492, -2.3971480466392764e-07
1.4810516296541343, -5.918236585314632e-07
1.6035542563787673, 1.61581469916808e-07
1.6430989183373161, -2.799005860294893e-07
1.4332745359089751, -9.047526296639055e-09
1.570891546008378, 8.168555712777976e-07
0.9667919446972574, 1.4256384418653682e-07
1.1817083844820901, -9.74437569412908e-08
1.4266202030763022, -1.1734363265628004e-06
1.5685495063427033, 3.4676285865198535e-07
1.6244907208154398, -4.927788443646372e-08
0.942190780175955, 3.487135842601601e-08
